source_revision,original_upstream_path,materialized_relative_path,source_sha256,materialized_sha256,file_size,width,height,mode,split,class,collision_group,materialization_status,notes
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple leaf/apple-leaf-9834637.jpg,data/raw/plantdoc/test/Apple leaf/apple-leaf-9834637.jpg,56a414ce3976cfbd137ebabac52ca2faba093d9a865368d129eae5bae0ac14e8,56a414ce3976cfbd137ebabac52ca2faba093d9a865368d129eae5bae0ac14e8,111435,1300,957,RGB,test,Apple leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple leaf/apple-leaf-closeup-37636177.jpg,data/raw/plantdoc/test/Apple leaf/apple-leaf-closeup-37636177.jpg,8d345ef55e8b6b13407264385e8076101c8f3711b908c6c2f8eb32a16ae78864,8d345ef55e8b6b13407264385e8076101c8f3711b908c6c2f8eb32a16ae78864,172274,1300,957,RGB,test,Apple leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple leaf/apple-leaf-isolated-white-background-56631026.jpg,data/raw/plantdoc/test/Apple leaf/apple-leaf-isolated-white-background-56631026.jpg,4742bf7d38d0b0d9042cb3430d6f703d9877fc1bc5703977da24d48fb001df82,4742bf7d38d0b0d9042cb3430d6f703d9877fc1bc5703977da24d48fb001df82,101601,800,692,RGB,test,Apple leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/02.-Rust-2017-207u24s.jpg,data/raw/plantdoc/test/Apple rust leaf/02.-Rust-2017-207u24s.jpg,f1b4f0ef38724290a0f896de850871f302aa12eac89625705233f77b0bd52797,f1b4f0ef38724290a0f896de850871f302aa12eac89625705233f77b0bd52797,4916332,5312,2988,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/0605_Rust-induced_leafspot.jpg,data/raw/plantdoc/test/Apple rust leaf/0605_Rust-induced_leafspot.jpg,9773123c2caf06b5b574c406894ed37fff53638d2b826343603504b1d69595b1,9773123c2caf06b5b574c406894ed37fff53638d2b826343603504b1d69595b1,87480,341,188,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/185161-004-EAF28842.jpg,data/raw/plantdoc/test/Apple rust leaf/185161-004-EAF28842.jpg,93337329613ae06077f080ee91254267039c1fb27e04eb090e6c81f99a90fda2,93337329613ae06077f080ee91254267039c1fb27e04eb090e6c81f99a90fda2,44053,424,450,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/2011-011.jpg,data/raw/plantdoc/test/Apple rust leaf/2011-011.jpg,0902a4df3831c69d0580f0b746a8ea277d317e358dcd05d5304c13ac539996e7,0902a4df3831c69d0580f0b746a8ea277d317e358dcd05d5304c13ac539996e7,12608,500,375,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/20130519cedarapplerust.jpg,data/raw/plantdoc/test/Apple rust leaf/20130519cedarapplerust.jpg,20adb414a8162e2dfd875b16ab9ba78b80713e62242d2a57497d1cbf22f621c1,20adb414a8162e2dfd875b16ab9ba78b80713e62242d2a57497d1cbf22f621c1,253998,575,431,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/20130610_110514.jpg,data/raw/plantdoc/test/Apple rust leaf/20130610_110514.jpg,326ddb5fd0ec65489a154a583d968dc63177c9e244f82f12a55f42c2eada807f,326ddb5fd0ec65489a154a583d968dc63177c9e244f82f12a55f42c2eada807f,1575194,3264,2448,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/20130802_111632.jpg,data/raw/plantdoc/test/Apple rust leaf/20130802_111632.jpg,b383d0ba58fbd71926956fe38016ef2cb1de8dd1cf09534c289b6d00b9a1e6bb,b383d0ba58fbd71926956fe38016ef2cb1de8dd1cf09534c289b6d00b9a1e6bb,1938294,3264,2448,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/4-apple-rust2_19011_matt-bertone.jpg,data/raw/plantdoc/test/Apple rust leaf/4-apple-rust2_19011_matt-bertone.jpg,ea6f3c7dfbba1e7089ccb48ca2421249c9b8c96405668369963c723f8a136011,ea6f3c7dfbba1e7089ccb48ca2421249c9b8c96405668369963c723f8a136011,28477,600,400,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/9343310-small.jpg,data/raw/plantdoc/test/Apple rust leaf/9343310-small.jpg,b1572c5a942ed6485bcf2d41c2b8aaa6d6a42041fc19b0f5e9f212ff8f10210c,b1572c5a942ed6485bcf2d41c2b8aaa6d6a42041fc19b0f5e9f212ff8f10210c,9997,155,206,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Apple rust leaf/99e886623c2080c22f6519b0e708c531.jpg,data/raw/plantdoc/test/Apple rust leaf/99e886623c2080c22f6519b0e708c531.jpg,33d5438707e6c733eef23f55d2ca20c455a847cbdaa6055e986c7601b0cd8d23,33d5438707e6c733eef23f55d2ca20c455a847cbdaa6055e986c7601b0cd8d23,18208,425,284,RGB,test,Apple rust leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/00.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/00.jpg,092fd6fa8208f5c46f10899a8c58543949ad3ee3c7621a4e760d685bfd9f610a,092fd6fa8208f5c46f10899a8c58543949ad3ee3c7621a4e760d685bfd9f610a,57046,480,360,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/000.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/000.jpg,428e8aa1e9ea0e344c1fc50c26734079f7d4eb0d76c5709a9b4a3cf6d1f559cb,428e8aa1e9ea0e344c1fc50c26734079f7d4eb0d76c5709a9b4a3cf6d1f559cb,192682,1024,768,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/01.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/01.jpg,993f8bea1f19f3bc3334636badfe6e05d1206d7e338d2138cff7392fba6ff9d9,993f8bea1f19f3bc3334636badfe6e05d1206d7e338d2138cff7392fba6ff9d9,65060,638,479,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/Bacterial-spot-pepper2.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/Bacterial-spot-pepper2.jpg,f17a668a59155565f613ffc6352a4de92be0153e90ed86d48a4443c2492c5128,f17a668a59155565f613ffc6352a4de92be0153e90ed86d48a4443c2492c5128,6508,221,166,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/CMVpepperLeafShock-copy-50QUALITY-1ge8umw.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/CMVpepperLeafShock-copy-50QUALITY-1ge8umw.jpg,cda914f54adfddcc5bce2771d0aa908e9497602645a27281c30dacaca836905e,cda914f54adfddcc5bce2771d0aa908e9497602645a27281c30dacaca836905e,41429,667,500,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/H5w92.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/H5w92.jpg,ea4730d34e5117cea5a252f952381393ccb22938680b33ae952a39f2a4771c68,ea4730d34e5117cea5a252f952381393ccb22938680b33ae952a39f2a4771c68,550998,2448,3264,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/bacterial_leaf_spot_pepper_l.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/bacterial_leaf_spot_pepper_l.jpg,f92092c55bfd2a95571995f5b38bd8e784da25440b5e146b98644494f3425728,f92092c55bfd2a95571995f5b38bd8e784da25440b5e146b98644494f3425728,21544,400,300,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/pepper-spot.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/pepper-spot.jpg,a5a5f34a7c50efbbbc3f680af9f277b7a016b4e145f60b6a0eafb7de39b3bb5f,a5a5f34a7c50efbbbc3f680af9f277b7a016b4e145f60b6a0eafb7de39b3bb5f,97492,351,209,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf spot/pepper_bacterial-spot_03_zoom.jpg,data/raw/plantdoc/test/Bell_pepper leaf spot/pepper_bacterial-spot_03_zoom.jpg,aec0b49214e20a168593766a67f93a22b310be6b36a6c518a9916e5055bece8e,aec0b49214e20a168593766a67f93a22b310be6b36a6c518a9916e5055bece8e,136692,900,599,RGB,test,Bell_pepper leaf spot,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf/10148582-green-leaf-of-pepper.jpg,data/raw/plantdoc/test/Bell_pepper leaf/10148582-green-leaf-of-pepper.jpg,18d27a2f69525db1028494ad8d3a54871f431133017ebcc2fa432da18bb50205,18d27a2f69525db1028494ad8d3a54871f431133017ebcc2fa432da18bb50205,73702,800,582,RGB,test,Bell_pepper leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf/4825902504_5fa80b65b8_z.jpg,data/raw/plantdoc/test/Bell_pepper leaf/4825902504_5fa80b65b8_z.jpg,31bf779ab58fdb35b249d94105c47a57f372302b7158f9c26bbfb2d3c1e580de,31bf779ab58fdb35b249d94105c47a57f372302b7158f9c26bbfb2d3c1e580de,126854,640,434,RGB,test,Bell_pepper leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf/GREEN%20BELL%20PLANT%20YELLOW%20LEAF.JPG.jpg,data/raw/plantdoc/test/Bell_pepper leaf/GREEN%20BELL%20PLANT%20YELLOW%20LEAF.JPG.jpg,7d0741e7826cfcb6ee50a0c78215ab42a66128b2db342e0d6d104bfcff2c370f,7d0741e7826cfcb6ee50a0c78215ab42a66128b2db342e0d6d104bfcff2c370f,108849,800,600,RGB,test,Bell_pepper leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf/IMG_1629.JPG?1507122477.jpg,data/raw/plantdoc/test/Bell_pepper leaf/IMG_1629.JPG?1507122477.jpg,7ae7d000d7730a008e6bf53dfc78c207859c4569c2bad0eee22675129058256b,7ae7d000d7730a008e6bf53dfc78c207859c4569c2bad0eee22675129058256b,135678,600,800,RGB,test,Bell_pepper leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf/RnGnC.jpg,data/raw/plantdoc/test/Bell_pepper leaf/RnGnC.jpg,13b8b10d2b5ac884239a21da79d04911ea3128094aed4ee22a52b7a85c05e893,13b8b10d2b5ac884239a21da79d04911ea3128094aed4ee22a52b7a85c05e893,414381,2147,1432,RGB,test,Bell_pepper leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf/e33155.jpg,data/raw/plantdoc/test/Bell_pepper leaf/e33155.jpg,dd6526f15640c67223a9d40b4cd34e9522732deea2b09df09dc9c2eb08099047,dd6526f15640c67223a9d40b4cd34e9522732deea2b09df09dc9c2eb08099047,111556,800,600,RGB,test,Bell_pepper leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf/pepper_leaf.jpg,data/raw/plantdoc/test/Bell_pepper leaf/pepper_leaf.jpg,a651cf2765e927ffc2c865cdd0a68876f4df8e6ba5f3a2483dcb13754a02c4b9,a651cf2765e927ffc2c865cdd0a68876f4df8e6ba5f3a2483dcb13754a02c4b9,39141,300,400,RGB,test,Bell_pepper leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Bell_pepper leaf/why-are-my-pepper-plants-yellow-yellow-pepper-plants-yellow-leaves-green-veins-pepper-plants-yellow-veins.jpg,data/raw/plantdoc/test/Bell_pepper leaf/why-are-my-pepper-plants-yellow-yellow-pepper-plants-yellow-leaves-green-veins-pepper-plants-yellow-veins.jpg,bfc4393571e4be68819bd2f8835dfdb82015a9a160ce6fb186b0197da4de32ce,bfc4393571e4be68819bd2f8835dfdb82015a9a160ce6fb186b0197da4de32ce,50581,421,750,RGB,test,Bell_pepper leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/P1200665+Vaccinium+alaskaense+vs+ovalifolium+leaf+and++twig+cr.jpg,data/raw/plantdoc/test/Blueberry leaf/P1200665+Vaccinium+alaskaense+vs+ovalifolium+leaf+and++twig+cr.jpg,f16930fbfab4042fbabc2966fb8a7f9cfe00c1029b7f768e3afdf322c98f09e2,f16930fbfab4042fbabc2966fb8a7f9cfe00c1029b7f768e3afdf322c98f09e2,185310,1600,1148,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/P1200701+Vaccinium+ovalifolium+Oval-leaf+Blueberry+leaf+margin+Heather+Meadows+cr.jpg,data/raw/plantdoc/test/Blueberry leaf/P1200701+Vaccinium+ovalifolium+Oval-leaf+Blueberry+leaf+margin+Heather+Meadows+cr.jpg,59c1b790426d06c2b119456b682f898453c9dcc3aac7d77627455d6b4c6c0cf2,59c1b790426d06c2b119456b682f898453c9dcc3aac7d77627455d6b4c6c0cf2,797763,1012,1376,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/blueberry-leaves-normal-above-and-iron-deficient-below-bgahf8.jpg,data/raw/plantdoc/test/Blueberry leaf/blueberry-leaves-normal-above-and-iron-deficient-below-bgahf8.jpg,07b9b0a3395d6643e0033f5327c188305479c20a67b9e0081efec85139d63306,07b9b0a3395d6643e0033f5327c188305479c20a67b9e0081efec85139d63306,59840,390,540,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/blueberrysilverleaf16-1372b.jpg,data/raw/plantdoc/test/Blueberry leaf/blueberrysilverleaf16-1372b.jpg,09a3f4807d7d79b399e19da63d212e271fb0ecb4be8a90d0629b62c483403d0a,09a3f4807d7d79b399e19da63d212e271fb0ecb4be8a90d0629b62c483403d0a,2033764,1846,1392,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/leaf-blueberry-15281271.jpg,data/raw/plantdoc/test/Blueberry leaf/leaf-blueberry-15281271.jpg,c80d8c6ad4eab11f18540936ed92cc607269612ed4915780268f6bd584de3a2d,c80d8c6ad4eab11f18540936ed92cc607269612ed4915780268f6bd584de3a2d,109549,1300,1060,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/northern-highbush-blueberry-blue-huckleberry-vaccinium-corymbosum-EHNXRR.jpg,data/raw/plantdoc/test/Blueberry leaf/northern-highbush-blueberry-blue-huckleberry-vaccinium-corymbosum-EHNXRR.jpg,9825a869d66d0aa4fa812dac3233a95372c0c37d963b894eb7a7baa83cb9bf0c,9825a869d66d0aa4fa812dac3233a95372c0c37d963b894eb7a7baa83cb9bf0c,135581,865,1390,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/stock-photo-blueberry-leaf-closeup-isolated-on-white-306486470.jpg,data/raw/plantdoc/test/Blueberry leaf/stock-photo-blueberry-leaf-closeup-isolated-on-white-306486470.jpg,5e31b852c76e429e3fe2981d6b383b655618a8c9d04b8c29451de26a6780e9a8,5e31b852c76e429e3fe2981d6b383b655618a8c9d04b8c29451de26a6780e9a8,23566,450,320,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/stock-photo-green-blueberry-leaf-isolated-with-clipping-path-550344304.jpg,data/raw/plantdoc/test/Blueberry leaf/stock-photo-green-blueberry-leaf-isolated-with-clipping-path-550344304.jpg,9f252ca961c41ade2ecc1baab912a309d173397db1acd6b8701c4268f6fb370c,9f252ca961c41ade2ecc1baab912a309d173397db1acd6b8701c4268f6fb370c,51529,335,470,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/stock-photo-two-sides-of-blueberry-leaf-isolated-on-white-15582232.jpg,data/raw/plantdoc/test/Blueberry leaf/stock-photo-two-sides-of-blueberry-leaf-isolated-on-white-15582232.jpg,5012fc4eac7e81d6030083fad12253182bc00365c46a4ea72d682ed31b7bc35c,5012fc4eac7e81d6030083fad12253182bc00365c46a4ea72d682ed31b7bc35c,468338,1500,1345,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/vaccinium-angustifolium-low-bush-blueberry_0830_124221.jpg,data/raw/plantdoc/test/Blueberry leaf/vaccinium-angustifolium-low-bush-blueberry_0830_124221.jpg,a230f0f7f35b6f2c1473259c429f68537a9332545bac2a59c5940620cae3ff4c,a230f0f7f35b6f2c1473259c429f68537a9332545bac2a59c5940620cae3ff4c,67019,720,540,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Blueberry leaf/vaccinium_angustifolium_leaf2.JPG.jpg,data/raw/plantdoc/test/Blueberry leaf/vaccinium_angustifolium_leaf2.JPG.jpg,ce7c810c3188f547ec5f77ff917fff685adb9d61fa46e3d4e31124cccc555cb8,ce7c810c3188f547ec5f77ff917fff685adb9d61fa46e3d4e31124cccc555cb8,503597,1440,2160,RGB,test,Blueberry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Cherry leaf/d7b79dbc0bca0eb3e63fbe5dfb256ccd53d90a4eb1413_1260x1260.jpg,data/raw/plantdoc/test/Cherry leaf/d7b79dbc0bca0eb3e63fbe5dfb256ccd53d90a4eb1413_1260x1260.jpg,c8558de1281f269c91d394fbaf4fd06fb2c0a04dd3125cad4d5fcec2be3a5891,c8558de1281f269c91d394fbaf4fd06fb2c0a04dd3125cad4d5fcec2be3a5891,113168,1056,1260,RGB,test,Cherry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Cherry leaf/e52bbb9a08ede2948ba0c006f02fe7b053ad7831d1df6_1260x1260.jpg,data/raw/plantdoc/test/Cherry leaf/e52bbb9a08ede2948ba0c006f02fe7b053ad7831d1df6_1260x1260.jpg,58b9ab22b87542a82c76f4ccdc24c7a2a7979a26b59d2a1ed051edfd036760b6,58b9ab22b87542a82c76f4ccdc24c7a2a7979a26b59d2a1ed051edfd036760b6,161062,1056,1260,RGB,test,Cherry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Cherry leaf/ed12ff77ce021883de241830dee55e2e53d2c93231699_1260x1260.jpg,data/raw/plantdoc/test/Cherry leaf/ed12ff77ce021883de241830dee55e2e53d2c93231699_1260x1260.jpg,0a26a3e226bdd6d34416e19bbc4e168a034f201ce5effa5fb46e6896ad877334,0a26a3e226bdd6d34416e19bbc4e168a034f201ce5effa5fb46e6896ad877334,164525,1056,1260,RGB,test,Cherry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Cherry leaf/fc729af279e9087d00bd32d89a1552a756a3ad9de7f2b_1260x1260.jpg,data/raw/plantdoc/test/Cherry leaf/fc729af279e9087d00bd32d89a1552a756a3ad9de7f2b_1260x1260.jpg,acda7a4b63745a43b2da5195eb7d16f36f5933f6b23bd7ebe60cb285176d1bf7,acda7a4b63745a43b2da5195eb7d16f36f5933f6b23bd7ebe60cb285176d1bf7,165014,1056,1260,RGB,test,Cherry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Cherry leaf/five-cherry-tree-green-leaves-white-isolated-background-34493587.jpg,data/raw/plantdoc/test/Cherry leaf/five-cherry-tree-green-leaves-white-isolated-background-34493587.jpg,5a5df8b7b4a21e5edae671379674afa0e3b958466893f7d9cabacb085670f336,5a5df8b7b4a21e5edae671379674afa0e3b958466893f7d9cabacb085670f336,159208,1032,1300,RGB,test,Cherry leaf,,materialized,
5467f6012d78d1c446145d5f582da6096f852ae8,test/Cherry leaf/prunsero_leaf1.jpg,data/raw/plantdoc/test/Cherry leaf/prunsero_leaf1.jpg,edcfea2e7632ee23e48a545f941b4ff6b2bcc26995f953501e3d5079ba1ee768,edcfea2e7632ee23e48a545f941b4ff6b2bcc26995f953501e3d5079ba1ee768,853214,2000,3008,RGB,test,Cherry leaf,,materialized,
