dataset,split,class_label,path,phash
PlantDoc,test,Blueberry leaf,test/Blueberry leaf/stock-photo-green-blueberry-leaf-isolated-with-clipping-path-550344304.jpg,ea3495d89ec3c8c5
PlantDoc,test,Blueberry leaf,test/Blueberry leaf/stock-photo-two-sides-of-blueberry-leaf-isolated-on-white-15582232.jpg,a98fc6b172942c8f
PlantDoc,test,Blueberry leaf,test/Blueberry leaf/vaccinium-angustifolium-low-bush-blueberry_0830_124221.jpg,9fb13d4c81c7b036
PlantDoc,test,Blueberry leaf,test/Blueberry leaf/vaccinium_angustifolium_leaf2.JPG.jpg,f0e14e1c701b37d6
PlantDoc,test,Cherry leaf,test/Cherry leaf/d7b79dbc0bca0eb3e63fbe5dfb256ccd53d90a4eb1413_1260x1260.jpg,b399cc33392626ce
PlantDoc,test,Cherry leaf,test/Cherry leaf/e52bbb9a08ede2948ba0c006f02fe7b053ad7831d1df6_1260x1260.jpg,b066c7993e9b3161
PlantDoc,test,Cherry leaf,test/Cherry leaf/ed12ff77ce021883de241830dee55e2e53d2c93231699_1260x1260.jpg,a49bce39986631ce
PlantDoc,test,Cherry leaf,test/Cherry leaf/fc729af279e9087d00bd32d89a1552a756a3ad9de7f2b_1260x1260.jpg,b39bcf649cc6218c
PlantDoc,test,Cherry leaf,test/Cherry leaf/five-cherry-tree-green-leaves-white-isolated-background-34493587.jpg,bc9fd063cb244d38
PlantDoc,test,Cherry leaf,test/Cherry leaf/prunsero_leaf1.jpg,e4717a522bb5f083
PlantDoc,test,Cherry leaf,test/Cherry leaf/prunsero_leaf2.jpg,935d6d43d6cc8b88
PlantDoc,test,Cherry leaf,test/Cherry leaf/prunus-virginiana-le-gmittelhauser.jpg,d45e7a7c210037b7
PlantDoc,test,Cherry leaf,test/Cherry leaf/red-cherry-tree-leaf-isolated-crisp-white-background-35742030.jpg,b47cc3d30dcd4a34
PlantDoc,test,Cherry leaf,test/Cherry leaf/three-vibrant-leaves-bird-cherry-tree-13905898.jpg,bb0ec6f1784e1239
PlantDoc,test,Corn Gray leaf spot,test/Corn Gray leaf spot/IMG_42231.jpg,94666a994d251b3f
PlantDoc,test,Corn Gray leaf spot,test/Corn Gray leaf spot/rsz0803Figure6.jpg,c1e072b8e4e7169d
PlantDoc,test,Corn Gray leaf spot,"test/Corn Gray leaf spot/show_picture.asp?id=aaaaaaaaaaogcqq&w2=420&h2=378&clip=center,420,378&meta=0.jpg",82cc49877869bd6b
PlantDoc,test,Corn Gray leaf spot,test/Corn Gray leaf spot/strom5.jpg,ada1af55490b2baa
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/02c.jpg,a449346334637cf7
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/0796.20graylssymt.jpg,d1f03f0e0e8c649f
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/07c.jpg,93b26d48574cadb8
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/0c.jpg,c31c73663c23ef48
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/1321189.jpg,86526aab7685363d
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/160314_web.jpg,d9ea15bfe00035ea
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/2013Corn_GrayLeafSpot_0815_0003.JPG.jpg,9796c68b415e38cb
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/2015070295153021.jpg,c0f82e7e58b09f0d
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/Common%20Diseases%20Figure%201.JPG.jpg,82ed0f84e7b33e03
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/Corn-SCLB-2017-1.jpg,8e8874da32f1391f
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/corn-disease-update-fig-3-gray-leaf-spot.jpg,c7cb1b0e0d2a3727
PlantDoc,test,Corn leaf blight,test/Corn leaf blight/corn-gray-leaf-spot-f4.jpg,95859e52aaaa7715
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/0796.39maizerust.jpg,de782c873ad7a00e
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/0796.40comrust.jpg,c4bb7d9ab4628a31
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/0796.47southrust.jpg,98d47a0167c3cb2f
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/0796.52srusttelia.jpg,dba31b71ad284a1b
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/12-19striprustJIM.jpg,81d0fcdf05f01ee1
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/1355.50commonrust.jpg,87f1186e22fe03bc
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/2256-body-1501555581-1.jpg,f9cd1df902f8029c
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/393.jpg,8935685b563da25e
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/5496239405_d95bdb97d1_z.jpg,88653cfd1c9d158d
PlantDoc,test,Corn rust leaf,test/Corn rust leaf/80104747.jpg,c5073f476b331896
PlantDoc,test,Peach leaf,test/Peach leaf/00pe.jpg,c149ed349e4e17b2
PlantDoc,test,Peach leaf,test/Peach leaf/7190f27ead55c0f6e3ff8b982972810a5446a9713a49d_1260x1260.jpg,e6dbcc2299c49966
PlantDoc,test,Peach leaf,test/Peach leaf/depositphotos_3786198-Peach-leaf.jpg,e69bcc269866998e
PlantDoc,test,Peach leaf,test/Peach leaf/peach-leaf-10223898.jpg,b219cce6c1e6a339
PlantDoc,test,Peach leaf,test/Peach leaf/peach-leaf-16690421.jpg,be3e80c0683d976b
PlantDoc,test,Peach leaf,test/Peach leaf/peach-leaf-isolated-white-background-42295220.jpg,a8b4926b9fc36934
PlantDoc,test,Peach leaf,test/Peach leaf/rose_tree_220430.jpg,a19f8f8d8786d1e0
PlantDoc,test,Peach leaf,test/Peach leaf/stock-photo-peach-leaf-isolated-on-white-background-281097503.jpg,ece14b9e30b143ce
PlantDoc,test,Peach leaf,test/Peach leaf/stock-photo-peach-tree-leaf-isolated-over-white-background-back-side-64472731.jpg,f3a659934c99708d
PlantDoc,test,Potato leaf early blight,test/Potato leaf early blight/3023.jpg,8f873858e3c3659c
PlantDoc,test,Potato leaf early blight,test/Potato leaf early blight/backus-056-potato-blight.jpg,d7787c9178032dc6
PlantDoc,test,Potato leaf early blight,test/Potato leaf early blight/early-blight-alternaria-alternata-leaf-spotting-on-potato-leaf-X91XJE.jpg,85c07f3fa370d443
PlantDoc,test,Potato leaf early blight,test/Potato leaf early blight/early-blight-or-target-spot-alternaria-solani-lesions-on-a-tomato-AXK6AY.jpg,95946a7be1299e16
PlantDoc,test,Potato leaf early blight,test/Potato leaf early blight/earlyblightpotato.jpg,9875f2e3f24a8722
PlantDoc,test,Potato leaf early blight,test/Potato leaf early blight/potato-blight-phytophthora-infestans-close-up-of-upper-surface-of-BMMRXC.jpg,b49ec3e14d8f24b4
PlantDoc,test,Potato leaf early blight,test/Potato leaf early blight/potato-early-blight-alternaria-alternata-lesion-on-a-potato-leaf-a1w1em.jpg,df78786ca544d614
PlantDoc,test,Potato leaf early blight,test/Potato leaf early blight/potatobd001.jpg,95622b47598af31d
PlantDoc,test,Potato leaf late blight,test/Potato leaf late blight/1421_0.jpeg?itok=FMtmgePj.jpg,aad89505d277cb2a
PlantDoc,test,Potato leaf late blight,test/Potato leaf late blight/20090710-lateblight.jpg,fa4ac2ae8d388aba
PlantDoc,test,Potato leaf late blight,test/Potato leaf late blight/2540_600.jpg,de1b2838c5e146ed
PlantDoc,test,Potato leaf late blight,test/Potato leaf late blight/5816740026_d42ef24413_Phytophthora-Infestans.jpg,cfc3708b92570ba5
PlantDoc,test,Potato leaf late blight,test/Potato leaf late blight/B2750109-Late_blight_on_a_potato_plant-SPL.jpg,d5fd3262dd1214b8
PlantDoc,test,Potato leaf late blight,test/Potato leaf late blight/LateBlight04.jpg,f04a5510c31e39ff
PlantDoc,test,Potato leaf late blight,test/Potato leaf late blight/irish-blight-symptoms-on-potato-leaves-atmf8b.jpg,f56dc7909c92854e
PlantDoc,test,Potato leaf late blight,test/Potato leaf late blight/potato-late-blight.jpg,bbb0b1c9d20ba687
PlantDoc,test,Raspberry leaf,test/Raspberry leaf/Raspberry-leaf.jpg,ebe5d40e879cda80
PlantDoc,test,Raspberry leaf,test/Raspberry leaf/depositphotos_1323264-Raspberry-leaf-on-white.jpg,be97d06a85698c66
PlantDoc,test,Raspberry leaf,test/Raspberry leaf/depositphotos_1323551-stock-photo-raspberry-leaves.jpg,ebe5963ac998c984
PlantDoc,test,Raspberry leaf,test/Raspberry leaf/depositphotos_2795312-stock-photo-green-raspberry-leaf.jpg,eba4863bd8998dc4
PlantDoc,test,Raspberry leaf,test/Raspberry leaf/iron-deficiency-raspberry-leaf-chlorosis-isolated-32457798.jpg,b5b2c30b93e80d9d
PlantDoc,test,Raspberry leaf,test/Raspberry leaf/leaves-of-raspberry-stock-picture-2529053.jpg,ba9e85a561ca36c3
PlantDoc,test,Raspberry leaf,test/Raspberry leaf/three-raspberry-green-leaves-isolated-white-background-62022932.jpg,b71dd4e0c92f3c12
PlantDoc,test,Soyabean leaf,test/Soyabean leaf/07feb_ma_sbr3.JPG.jpg,a01f9079cf254e76
PlantDoc,test,Soyabean leaf,test/Soyabean leaf/Soybean%20edamame%20leaf1.JPG.jpg,b7f2c00f96e44b1c
PlantDoc,test,Soyabean leaf,test/Soyabean leaf/fresh-soy-leaves-isolated-on-260nw-667193923.jpg,b3b3cd8c2cce3330
PlantDoc,test,Soyabean leaf,test/Soyabean leaf/leaf-raspberry-isolated-on-a-white-stock-photography-image-10106222-1625198.jpg,b4f2c32dd02c1fd2
PlantDoc,test,Soyabean leaf,test/Soyabean leaf/resistance1c.jpg,d515e8ea6a6a91a5
PlantDoc,test,Soyabean leaf,test/Soyabean leaf/stock-photo-fresh-soy-leaves-isolated-on-white-94266130.jpg,f86b8794586ae18d
PlantDoc,test,Soyabean leaf,test/Soyabean leaf/stock-photo-fresh-soy-leaves-isolated-on-white-94700095.jpg,b9cd84f2c21d371a
PlantDoc,test,Soyabean leaf,test/Soyabean leaf/stock-photo-soy-leaf-isolated-on-white-background-120961801.jpg,e6e6119948971bd9
PlantDoc,test,Squash Powdery mildew leaf,test/Squash Powdery mildew leaf/Powdery-Mildew-on-squash.jpg,942739f3211b57b8
PlantDoc,test,Squash Powdery mildew leaf,test/Squash Powdery mildew leaf/powdery-mildew-erysiphe-plantani-on-young-sycamore-leaves-b774tm.jpg,ca152d23f65a8d4e
PlantDoc,test,Squash Powdery mildew leaf,test/Squash Powdery mildew leaf/powdery-mildew-on-pumpkin-leaves-close-up-2.jpg,d18b5f6822ec3cb4
PlantDoc,test,Squash Powdery mildew leaf,test/Squash Powdery mildew leaf/powdery-mildew-sphaerotheca-fuliginea-infection-on-pumpkin-leaves-ajdkkx.jpg,d9c8ad5bfe0c8264
PlantDoc,test,Squash Powdery mildew leaf,test/Squash Powdery mildew leaf/squash-leave-w-powd-mild.jpg,87d72e42756c152d
PlantDoc,test,Squash Powdery mildew leaf,test/Squash Powdery mildew leaf/surface.jpg,938e43341f4b68ee
PlantDoc,test,Strawberry leaf,test/Strawberry leaf/strawberry-leaf--stock-photo-1431216.jpg,b3a7c49a1dc47989
PlantDoc,test,Strawberry leaf,test/Strawberry leaf/strawberry-leaf-22360816.jpg,e967975894915696
PlantDoc,test,Strawberry leaf,test/Strawberry leaf/strawberry-leaves-collection-white-background-36684676.jpg,ee1a94878765e1ac
PlantDoc,test,Strawberry leaf,test/Strawberry leaf/strawberry-leaves-isolated-white-17473157.jpg,bdf0c62bd08bcc38
PlantDoc,test,Strawberry leaf,test/Strawberry leaf/strawberry-leaves-isolated-white-34722259.jpg,a761c6b61ce2998d
PlantDoc,test,Strawberry leaf,test/Strawberry leaf/strawberry-leaves-stock-image-948674.jpg,f8b49e59c7c981c2
PlantDoc,test,Strawberry leaf,test/Strawberry leaf/strawberry-leaves-stock-picture-948708.jpg,b9b69a19c3c936c2
PlantDoc,test,Strawberry leaf,test/Strawberry leaf/wild-strawberry-leaf-top-view-rotated-KTBXCY.jpg,eca6c79839931ae4
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/039b47d574bc4bb8a14259a1cd96a741.jpg,faf1843e1b66e881
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/100983448.jpg,98c73f06629967b1
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/1234080-Early-Blight.jpg,9f9f3c480e9ca4cc
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/Shoemaker_7068.JPG.jpg,b5f0bf011668fa45
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/bugs-and-blight-061.jpg,dc83372e935c0eb2
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/dscn3175.jpg,c1e36438b57e154e
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/early_blight1-150x150.jpg,bb1100535dfa6dc9
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/earlyblight21_.jpg,dba23673c1cd60e2
PlantDoc,test,Tomato Early blight leaf,test/Tomato Early blight leaf/tomato_early-blight_01_zoom.jpg,c5d47527c467d22a
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/0.jpg,fbe5841223ad5cc6
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/2STEM.jpg,e81c97e192e5cb62
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/2septoria-tomato.jpg,d00e3bb324e12fcb
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/55830b60a7cf2.image.jpg,cc9454a3cee94597
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/6134794031202304.jpeg.jpg,86ba35f94f72c4a0
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/636227737977191231-septoria-leaf-spot-VT.jpg,a4e04af1f5ce8c0f
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/6447731_orig.jpg,f8ebf0c53c80469e
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/7-17-Photo3_Septoria-MARY.jpg,96f46893652a536d
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/RARZ4.jpg,f0ea3a50f3e52435
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/early-blight-septoria-ls-fig-3.jpg,c88b5ce37fa88057
PlantDoc,test,Tomato Septoria leaf spot,test/Tomato Septoria leaf spot/sept4disease-019.jpg,fe9d9142c3685d34
PlantDoc,test,Tomato leaf,test/Tomato leaf/1684.jpg,fbb29185295ec278
PlantDoc,test,Tomato leaf,test/Tomato leaf/2013-08-20-06.jpg,e81987c79a745678
PlantDoc,test,Tomato leaf,test/Tomato leaf/90e2c0.jpg,c65e2d0f78f1b013
PlantDoc,test,Tomato leaf,test/Tomato leaf/DSCN1015.JPG.jpg,94f1634c4d4e7ca9
PlantDoc,test,Tomato leaf,test/Tomato leaf/IMG_1246.jpg,a2402abc3fc5bf0d
PlantDoc,test,Tomato leaf,test/Tomato leaf/Tomato59.JPG.jpg,8ec207a7da55ac27
PlantDoc,test,Tomato leaf,test/Tomato leaf/Tomato_leaf.jpg,87e82d5e3a91323e
PlantDoc,test,Tomato leaf,test/Tomato leaf/main-qimg-d9c2a93f60568485c989670d9bbf703b.jpg,ebe4c53ab09b92c8
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/%2320+Bacterial+Spot+and+Speck.jpg,bfe0c3e07a0f6039
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/07.17.18-Common_Tomato_Diseases_Canker-258x300.jpg,945158da4c76e2f6
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/Bacterial_spots563.jpg,cc5986b15a35d91d
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/Tom_Bact3.jpg,93976c6a8d4d9e41
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/Tom_Bact7.jpg,f718934bceb22c46
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/Tomato%2BBacterial%2BSpot%2Bon%2BLeaves.jpg,cfb43e00679e601f
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/bact-spot-fig-1.jpg,adf315a6da2c3984
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/tomato_V8.jpg,fe78e19452839cc6
PlantDoc,test,Tomato leaf bacterial spot,test/Tomato leaf bacterial spot/tomato_bacterial-speck_01_zoom.jpg,82150fd645fb96e8
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/110822-206-Tomato-blight.jpg,df1506c28f46c16f
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/18c.jpg,d41778c2675867cc
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/636368370164094909-late-blight-15-.jpg,a6fc39081087bfce
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/70.jpg,9fc7612e56e04af0
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/E%29Tomato-late-blight-foliar.jpg,84d923ee4e1c9cb9
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/IMG_5808.jpg,e361b45d36563931
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/LateBlt09_06.jpg,89a662787ddcc60e
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/dsc_8148cs.jpg,8a4ba5f09ae90dea
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/image.jpg,91e34303e0fc3e1f
PlantDoc,test,Tomato leaf late blight,test/Tomato leaf late blight/late_blight_tomato_leaf_spore1x1200.jpg,d5873fb1836cc14c
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/9511.img.jpg,d2dc6ca9ab0c1ed2
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/D%29AlfMov.jpg,c96736ee2e52a438
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/Tomato-Mosaic-1wdr2jx-300x225.jpg,dfb84a902f552d8a
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/everystockphoto-21099455-l.jpg,aaab2caae1b7b150
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/ill-tomato-of-tomato-mosaic-virus-DBE17N.jpg,a09e7eed0c32271d
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/page_2.jpg,dda2fcfc33281c60
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/tmv-tomato-34.jpg,9954a5a3c467672e
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/tmv-tomato-9.jpg,d08e6f243f3b9431
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/toma_TMV.jpg,c37e638e9658d8a1
PlantDoc,test,Tomato leaf mosaic virus,test/Tomato leaf mosaic virus/tomato_virus_04_zoom.jpg,dc2001cb1fdccd6b
PlantDoc,test,Tomato leaf yellow virus,test/Tomato leaf yellow virus/11-40580_5.jpg,a6926f1e92d625a3
PlantDoc,test,Tomato leaf yellow virus,test/Tomato leaf yellow virus/17fc47.jpg,824fb862579bde30
PlantDoc,test,Tomato leaf yellow virus,test/Tomato leaf yellow virus/8226402877_9abf151b5b_b.jpg,df18187277c125bc
PlantDoc,test,Tomato leaf yellow virus,test/Tomato leaf yellow virus/fwa2013313115151.jpg,dfca20978a6fa262
PlantDoc,test,Tomato leaf yellow virus,test/Tomato leaf yellow virus/glyphosate.jpg,d38577538b19a82b
PlantDoc,test,Tomato leaf yellow virus,test/Tomato leaf yellow virus/tylcv-seminar-1-638.jpg,9be4e61d081bf0b6
PlantDoc,test,Tomato mold leaf,test/Tomato mold leaf/49%20Leafmold%20Bottom.jpg,efd4d07a0b0b0cf1
PlantDoc,test,Tomato mold leaf,test/Tomato mold leaf/50%20Leafmold%20Top.jpg,fc41c18fca1e1f68
PlantDoc,test,Tomato mold leaf,test/Tomato mold leaf/BIGSD.jpg,eb27a4c8a1b5d98c
PlantDoc,test,Tomato mold leaf,test/Tomato mold leaf/black_leaf_mold_in_zina_tina.jpg,edcd9d10121636f5
PlantDoc,test,Tomato mold leaf,test/Tomato mold leaf/dscn6689.jpg,c6cb27323f65f009
PlantDoc,test,Tomato mold leaf,test/Tomato mold leaf/fungus-univ-of-minnesoeta.jpg,86e77ba689d29056
PlantDoc,test,grape leaf,test/grape leaf/0000.jpg,afb3d00dcb4c0da5
PlantDoc,test,grape leaf,test/grape leaf/730-grape-leaf-2560x1600-nature-wallpaper.jpg,c52597569d2aad16
PlantDoc,test,grape leaf,test/grape leaf/DSCN7317.JPG.jpg,d4dcd889a5e067a6
